epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,844.66,0.5205,0.29739,0.83271,0.9899,0.92294,0.94613,0.8274,0.59523,0.32038,0.84494,0.0012872,0.0012872,0.0012872
182,849.83,0.50601,0.29266,0.83767,0.99207,0.92171,0.94932,0.83309,0.58929,0.31026,0.84319,0.00128324,0.00128324,0.00128324
183,854.049,0.51026,0.29421,0.83252,0.99222,0.92238,0.95041,0.83741,0.58745,0.30844,0.84249,0.00127928,0.00127928,0.00127928
184,858.318,0.49738,0.29028,0.83295,0.99207,0.9221,0.94971,0.83524,0.593,0.31012,0.84388,0.00127532,0.00127532,0.00127532
185,863.564,0.52496,0.29893,0.83642,0.99147,0.92196,0.95025,0.83573,0.59176,0.30822,0.84362,0.00127136,0.00127136,0.00127136
186,867.8,0.49375,0.28883,0.83152,0.99223,0.92279,0.95198,0.8403,0.58705,0.30309,0.84245,0.0012674,0.0012674,0.0012674
187,872.341,0.5078,0.29373,0.84036,0.99165,0.92115,0.95042,0.83669,0.59045,0.30721,0.843,0.00126344,0.00126344,0.00126344
188,877.693,0.49773,0.28998,0.83062,0.99124,0.92196,0.94899,0.8341,0.58873,0.30214,0.84328,0.00125948,0.00125948,0.00125948
189,881.995,0.508,0.29205,0.83428,0.99208,0.92333,0.94827,0.83164,0.58747,0.30447,0.84187,0.00125552,0.00125552,0.00125552
190,886.337,0.50222,0.28955,0.83254,0.99164,0.92292,0.94647,0.82956,0.59539,0.30325,0.84404,0.00125156,0.00125156,0.00125156
191,891.486,0.49412,0.28589,0.82771,0.99047,0.92184,0.94846,0.83282,0.59145,0.30353,0.84345,0.0012476,0.0012476,0.0012476
192,895.755,0.49856,0.28706,0.8347,0.99089,0.9203,0.94819,0.83443,0.58351,0.29892,0.84297,0.00124364,0.00124364,0.00124364
193,900.181,0.50716,0.29062,0.83693,0.99147,0.9191,0.94883,0.83032,0.60071,0.30559,0.84532,0.00123968,0.00123968,0.00123968
194,905.193,0.50416,0.29013,0.83335,0.99358,0.91992,0.94972,0.83353,0.59002,0.30579,0.8436,0.00123572,0.00123572,0.00123572
195,909.539,0.50607,0.29363,0.83683,0.99235,0.92142,0.95054,0.8333,0.5954,0.30671,0.84453,0.00123176,0.00123176,0.00123176
196,914.256,0.49542,0.28661,0.83277,0.99408,0.92115,0.94519,0.83063,0.59053,0.30448,0.84397,0.0012278,0.0012278,0.0012278
197,918.944,0.49413,0.2825,0.83267,0.99404,0.92087,0.94766,0.83709,0.58458,0.30189,0.84309,0.00122384,0.00122384,0.00122384
198,923.091,0.48894,0.28279,0.83212,0.99425,0.9196,0.95122,0.83871,0.59213,0.30291,0.84288,0.00121988,0.00121988,0.00121988
199,928.044,0.4808,0.2806,0.83156,0.9933,0.92101,0.95057,0.83475,0.59413,0.30562,0.8446,0.00121592,0.00121592,0.00121592
200,932.583,0.48796,0.28219,0.83278,0.99367,0.92142,0.94984,0.83386,0.59114,0.30346,0.84392,0.00121196,0.00121196,0.00121196
201,936.751,0.50384,0.28838,0.83378,0.99266,0.92156,0.95049,0.83859,0.58699,0.30126,0.84429,0.001208,0.001208,0.001208
202,942.149,0.50009,0.28674,0.82885,0.99069,0.92115,0.95226,0.83951,0.58867,0.30325,0.84452,0.00120404,0.00120404,0.00120404
203,946.328,0.49033,0.28358,0.83112,0.99117,0.92347,0.9493,0.83721,0.58479,0.30172,0.84395,0.00120008,0.00120008,0.00120008
204,950.643,0.48473,0.28256,0.82754,0.99266,0.92183,0.94576,0.83138,0.58638,0.3006,0.8427,0.00119612,0.00119612,0.00119612
205,955.801,0.48164,0.28094,0.83332,0.99018,0.92203,0.94844,0.83269,0.5984,0.31019,0.84653,0.00119216,0.00119216,0.00119216
206,960.014,0.48885,0.28214,0.83028,0.99222,0.92167,0.95351,0.84081,0.59342,0.30448,0.84279,0.0011882,0.0011882,0.0011882
207,964.357,0.51248,0.2902,0.82992,0.99239,0.92169,0.95232,0.84106,0.59384,0.30348,0.84313,0.00118424,0.00118424,0.00118424
208,969.689,0.51042,0.28896,0.83096,0.99309,0.92195,0.95222,0.84191,0.59163,0.30304,0.84151,0.00118028,0.00118028,0.00118028
209,973.802,0.49881,0.28671,0.83513,0.99281,0.92341,0.95064,0.83881,0.59069,0.30001,0.8431,0.00117632,0.00117632,0.00117632
210,977.985,0.49602,0.28354,0.83369,0.99252,0.92368,0.95052,0.8394,0.58358,0.30029,0.84212,0.00117236,0.00117236,0.00117236
211,983.167,0.49889,0.28679,0.83361,0.99387,0.92115,0.95228,0.8428,0.58365,0.30192,0.84193,0.0011684,0.0011684,0.0011684
212,987.491,0.4838,0.28056,0.83164,0.9944,0.92091,0.95373,0.84391,0.58315,0.29929,0.84132,0.00116444,0.00116444,0.00116444
213,991.776,0.49272,0.28342,0.83003,0.99356,0.92183,0.95377,0.84337,0.58651,0.29972,0.84212,0.00116048,0.00116048,0.00116048
214,997.135,0.49769,0.28607,0.83111,0.99266,0.92206,0.95101,0.83959,0.59035,0.30579,0.8421,0.00115652,0.00115652,0.00115652
215,1001.44,0.48342,0.27907,0.83074,0.99251,0.92248,0.94928,0.83637,0.58584,0.2994,0.84352,0.00115256,0.00115256,0.00115256
216,1005.74,0.47368,0.27835,0.82825,0.99338,0.92127,0.95313,0.8421,0.58529,0.29918,0.84225,0.0011486,0.0011486,0.0011486
217,1010.96,0.49431,0.28406,0.83058,0.99159,0.92156,0.95322,0.84219,0.59,0.29992,0.84285,0.00114464,0.00114464,0.00114464
218,1015.53,0.48983,0.28051,0.83173,0.99227,0.91965,0.95108,0.83899,0.58145,0.30006,0.84219,0.00114068,0.00114068,0.00114068
219,1020.07,0.49577,0.28014,0.8301,0.99352,0.92128,0.95058,0.84001,0.58036,0.29631,0.84239,0.00113672,0.00113672,0.00113672
220,1025.01,0.49615,0.28143,0.83018,0.99441,0.92226,0.94537,0.8313,0.58625,0.29925,0.84398,0.00113276,0.00113276,0.00113276
221,1029.18,0.4833,0.27594,0.8264,0.99397,0.92169,0.94282,0.82833,0.58139,0.29821,0.84334,0.0011288,0.0011288,0.0011288
222,1033.93,0.50118,0.28147,0.83128,0.99382,0.92147,0.94838,0.83555,0.58312,0.29619,0.84264,0.00112484,0.00112484,0.00112484
223,1038.51,0.5013,0.286,0.83249,0.99163,0.92196,0.95438,0.84393,0.58686,0.29729,0.84262,0.00112088,0.00112088,0.00112088
224,1042.96,0.51898,0.29049,0.83346,0.99109,0.92128,0.9538,0.84084,0.59076,0.3054,0.84401,0.00111692,0.00111692,0.00111692
225,1048.08,0.50326,0.28571,0.83351,0.99312,0.92128,0.95126,0.8389,0.58499,0.30045,0.84374,0.00111296,0.00111296,0.00111296
226,1052.39,0.47457,0.27613,0.83134,0.99266,0.92221,0.95047,0.83967,0.57904,0.29793,0.8438,0.001109,0.001109,0.001109
227,1056.59,0.49711,0.28155,0.83181,0.99231,0.9221,0.94767,0.83516,0.5786,0.29806,0.84275,0.00110504,0.00110504,0.00110504
228,1061.65,0.47928,0.27415,0.82472,0.9923,0.92156,0.94835,0.83406,0.59113,0.30224,0.84547,0.00110108,0.00110108,0.00110108
229,1065.9,0.51314,0.28694,0.83471,0.99221,0.92142,0.94886,0.83667,0.58639,0.299,0.84489,0.00109712,0.00109712,0.00109712
230,1070.23,0.49175,0.28239,0.83141,0.98981,0.92087,0.95191,0.83324,0.60377,0.30636,0.84608,0.00109316,0.00109316,0.00109316
231,1075.4,0.49165,0.28819,0.83465,0.99208,0.92333,0.94917,0.83446,0.59024,0.30023,0.84283,0.0010892,0.0010892,0.0010892
232,1079.59,0.48702,0.28108,0.83259,0.99454,0.92027,0.9429,0.82465,0.59288,0.30363,0.84418,0.00108524,0.00108524,0.00108524
233,1083.82,0.49384,0.2803,0.82777,0.99395,0.91863,0.94798,0.83146,0.59653,0.30314,0.84328,0.00108128,0.00108128,0.00108128
234,1089.08,0.50363,0.28492,0.8258,0.99367,0.92135,0.95407,0.84244,0.58829,0.29988,0.84232,0.00107732,0.00107732,0.00107732
235,1093.36,0.51214,0.28945,0.83874,0.99276,0.92142,0.94962,0.83852,0.58046,0.29779,0.84127,0.00107336,0.00107336,0.00107336
236,1097.75,0.51576,0.29127,0.83475,0.99405,0.92033,0.94961,0.83357,0.59348,0.3056,0.8452,0.0010694,0.0010694,0.0010694
237,1103.21,0.50087,0.28803,0.82975,0.99382,0.92033,0.94976,0.83706,0.5838,0.29867,0.84252,0.00106544,0.00106544,0.00106544
238,1107.4,0.47795,0.27785,0.83343,0.99208,0.9225,0.94992,0.83906,0.57846,0.29625,0.84137,0.00106148,0.00106148,0.00106148
239,1111.83,0.48944,0.27967,0.83168,0.99338,0.92141,0.94809,0.83568,0.58074,0.29523,0.84285,0.00105752,0.00105752,0.00105752
240,1116.94,0.48828,0.27861,0.82911,0.99198,0.92237,0.94868,0.83456,0.58338,0.29461,0.84273,0.00105356,0.00105356,0.00105356
241,1121.16,0.46889,0.27202,0.83048,0.9926,0.92306,0.94893,0.83642,0.57996,0.29386,0.84204,0.0010496,0.0010496,0.0010496
242,1125.67,0.4811,0.27645,0.82878,0.9923,0.92278,0.94904,0.83691,0.5879,0.29433,0.84292,0.00104564,0.00104564,0.00104564
243,1130.47,0.48912,0.27817,0.83302,0.99363,0.92196,0.94936,0.8354,0.59203,0.29923,0.84352,0.00104168,0.00104168,0.00104168
244,1134.71,0.49132,0.28034,0.83388,0.99279,0.92109,0.94828,0.83167,0.59206,0.30107,0.8432,0.00103772,0.00103772,0.00103772
245,1139.48,0.4976,0.28103,0.82905,0.99221,0.92224,0.94722,0.83369,0.5825,0.30061,0.84161,0.00103376,0.00103376,0.00103376
246,1144.07,0.50355,0.28269,0.83508,0.99205,0.92224,0.95029,0.83328,0.60747,0.30254,0.84535,0.0010298,0.0010298,0.0010298
247,1148.49,0.5024,0.2826,0.82646,0.99006,0.92278,0.94915,0.8363,0.5893,0.30138,0.84379,0.00102584,0.00102584,0.00102584
248,1153.65,0.48964,0.27811,0.82309,0.99149,0.92278,0.94923,0.8366,0.58645,0.29685,0.84276,0.00102188,0.00102188,0.00102188
249,1158.12,0.4795,0.2733,0.82703,0.99295,0.92232,0.95016,0.83941,0.58674,0.29526,0.84288,0.00101792,0.00101792,0.00101792
250,1162.37,0.47356,0.26764,0.82756,0.99368,0.92191,0.95188,0.84009,0.58447,0.29673,0.84205,0.00101396,0.00101396,0.00101396
251,1167.54,0.47259,0.2684,0.82776,0.99222,0.92186,0.95324,0.84306,0.58602,0.29137,0.84117,0.00101,0.00101,0.00101
252,1171.86,0.47518,0.27002,0.82961,0.98959,0.92292,0.9532,0.84126,0.58434,0.2919,0.84179,0.00100604,0.00100604,0.00100604
253,1176.13,0.49464,0.27785,0.83266,0.99191,0.9221,0.95467,0.84621,0.58426,0.29278,0.84124,0.00100208,0.00100208,0.00100208
254,1181.59,0.48172,0.27043,0.8318,0.99337,0.92196,0.95438,0.84464,0.58971,0.29326,0.8428,0.00099812,0.00099812,0.00099812
255,1185.76,0.48062,0.27104,0.83024,0.99341,0.92306,0.95233,0.84151,0.59011,0.2958,0.84319,0.00099416,0.00099416,0.00099416
256,1190.18,0.48515,0.27506,0.83121,0.99361,0.92251,0.94893,0.83595,0.5876,0.29755,0.84397,0.0009902,0.0009902,0.0009902
257,1195.31,0.48856,0.27792,0.82938,0.99455,0.92174,0.95062,0.83699,0.5917,0.29474,0.84444,0.00098624,0.00098624,0.00098624
258,1199.56,0.485,0.2748,0.82893,0.9915,0.92269,0.95184,0.84103,0.58498,0.29502,0.84243,0.00098228,0.00098228,0.00098228
259,1203.95,0.48398,0.27437,0.82845,0.99182,0.92128,0.95199,0.84135,0.59536,0.29376,0.84361,0.00097832,0.00097832,0.00097832
260,1209.1,0.48222,0.27274,0.83198,0.99318,0.92169,0.95131,0.84016,0.58919,0.29229,0.84287,0.00097436,0.00097436,0.00097436
261,1213.23,0.48371,0.27478,0.83031,0.99359,0.92251,0.95206,0.84297,0.58246,0.29063,0.84206,0.0009704,0.0009704,0.0009704
262,1217.65,0.47583,0.27021,0.82907,0.99345,0.92292,0.95266,0.84341,0.57939,0.29115,0.84133,0.00096644,0.00096644,0.00096644
263,1222.56,0.48932,0.27724,0.82941,0.99296,0.92372,0.95392,0.84527,0.5758,0.29101,0.84081,0.00096248,0.00096248,0.00096248
264,1226.77,0.47952,0.27486,0.83091,0.99259,0.92306,0.95223,0.84323,0.58265,0.29196,0.84203,0.00095852,0.00095852,0.00095852
265,1231.23,0.48949,0.27478,0.8266,0.99259,0.92333,0.95078,0.84206,0.57576,0.29187,0.84114,0.00095456,0.00095456,0.00095456
266,1235.95,0.49421,0.27373,0.83065,0.99354,0.9231,0.9508,0.83932,0.5873,0.29166,0.84284,0.0009506,0.0009506,0.0009506
267,1240.27,0.48019,0.27259,0.82803,0.99382,0.92198,0.9527,0.84137,0.58704,0.29097,0.84232,0.00094664,0.00094664,0.00094664
268,1244.96,0.48254,0.2726,0.82861,0.99427,0.92308,0.95174,0.84282,0.57875,0.292,0.84099,0.00094268,0.00094268,0.00094268
269,1249.53,0.48164,0.2732,0.83155,0.99427,0.92387,0.9506,0.84128,0.57532,0.28884,0.84057,0.00093872,0.00093872,0.00093872
270,1253.76,0.48026,0.26936,0.83172,0.9934,0.92392,0.94932,0.83898,0.57772,0.28823,0.84177,0.00093476,0.00093476,0.00093476
271,1259.09,0.47708,0.26894,0.8276,0.99354,0.92294,0.95151,0.84088,0.5782,0.2895,0.84138,0.0009308,0.0009308,0.0009308
272,1263.46,0.48336,0.27252,0.82499,0.99339,0.92302,0.95476,0.84721,0.58072,0.28848,0.84193,0.00092684,0.00092684,0.00092684
273,1267.78,0.47751,0.2684,0.82889,0.99311,0.92251,0.95443,0.84583,0.58005,0.28909,0.84173,0.00092288,0.00092288,0.00092288
274,1273.09,0.4959,0.27698,0.82944,0.99193,0.9227,0.95162,0.84149,0.58058,0.28991,0.84254,0.00091892,0.00091892,0.00091892
275,1277.46,0.4785,0.27303,0.8269,0.99316,0.9221,0.95029,0.83583,0.59431,0.30005,0.84449,0.00091496,0.00091496,0.00091496
276,1281.74,0.49766,0.27899,0.82917,0.99353,0.92219,0.94899,0.83599,0.58711,0.29338,0.84307,0.000911,0.000911,0.000911
277,1287.05,0.48222,0.27214,0.82377,0.9931,0.92336,0.94861,0.83652,0.58462,0.29181,0.84252,0.00090704,0.00090704,0.00090704
278,1291.41,0.48575,0.27089,0.82621,0.99383,0.92289,0.95075,0.84024,0.58208,0.29079,0.84247,0.00090308,0.00090308,0.00090308
279,1295.76,0.49811,0.27812,0.83038,0.99216,0.92265,0.95195,0.84191,0.58429,0.29202,0.84225,0.00089912,0.00089912,0.00089912
280,1300.94,0.47116,0.26884,0.82585,0.99324,0.92187,0.95167,0.84079,0.58253,0.28974,0.84325,0.00089516,0.00089516,0.00089516
281,1305.37,0.48045,0.27262,0.83038,0.99281,0.92244,0.95186,0.84096,0.58243,0.2883,0.8427,0.0008912,0.0008912,0.0008912
282,1310,0.48132,0.27301,0.82719,0.99324,0.92145,0.95409,0.8463,0.57818,0.28788,0.84114,0.00088724,0.00088724,0.00088724
283,1314.75,0.4759,0.26629,0.82741,0.99426,0.92185,0.95275,0.84337,0.5856,0.2896,0.84287,0.00088328,0.00088328,0.00088328
284,1319.14,0.47746,0.26803,0.8283,0.99444,0.92251,0.95251,0.84215,0.58604,0.29057,0.84289,0.00087932,0.00087932,0.00087932
285,1323.91,0.47391,0.26884,0.82597,0.99479,0.92196,0.9539,0.8448,0.58301,0.28886,0.84193,0.00087536,0.00087536,0.00087536
286,1328.72,0.49983,0.27907,0.82809,0.99309,0.92185,0.95281,0.8439,0.58134,0.28956,0.8407,0.0008714,0.0008714,0.0008714
287,1333.18,0.47836,0.27015,0.82822,0.99339,0.92269,0.95196,0.84089,0.58868,0.29136,0.84346,0.00086744,0.00086744,0.00086744
288,1338.33,0.46635,0.26669,0.82311,0.9932,0.92183,0.95318,0.84303,0.58447,0.29001,0.84219,0.00086348,0.00086348,0.00086348
289,1342.63,0.48994,0.27089,0.82919,0.99203,0.92196,0.95263,0.84126,0.59132,0.28988,0.84244,0.00085952,0.00085952,0.00085952
290,1346.85,0.47277,0.26712,0.82484,0.99211,0.92183,0.95025,0.83732,0.59532,0.29018,0.84381,0.00085556,0.00085556,0.00085556
291,1352.1,0.48613,0.27288,0.83045,0.99252,0.92303,0.94672,0.83462,0.58268,0.28986,0.84139,0.0008516,0.0008516,0.0008516
292,1356.45,0.46694,0.26639,0.82541,0.9919,0.92306,0.94366,0.829,0.58598,0.29181,0.84262,0.00084764,0.00084764,0.00084764
293,1360.94,0.50449,0.27514,0.8261,0.99248,0.92333,0.9441,0.83055,0.58227,0.28974,0.8425,0.00084368,0.00084368,0.00084368
294,1366.23,0.47368,0.26449,0.82784,0.99266,0.92265,0.94769,0.83511,0.58813,0.2886,0.84311,0.00083972,0.00083972,0.00083972
295,1370.56,0.46726,0.26403,0.82521,0.99251,0.92144,0.94973,0.83864,0.58411,0.28739,0.84322,0.00083576,0.00083576,0.00083576
296,1374.85,0.49342,0.27164,0.83144,0.99176,0.92265,0.95069,0.83955,0.58496,0.28865,0.84364,0.0008318,0.0008318,0.0008318
297,1380.09,0.47745,0.26816,0.82829,0.99145,0.92101,0.95215,0.8427,0.58416,0.28925,0.84419,0.00082784,0.00082784,0.00082784
298,1384.37,0.47235,0.26331,0.82736,0.99138,0.92156,0.95374,0.84476,0.58251,0.28603,0.84311,0.00082388,0.00082388,0.00082388
299,1388.87,0.47268,0.26461,0.82465,0.99377,0.92196,0.95426,0.84487,0.58603,0.28546,0.84284,0.00081992,0.00081992,0.00081992
300,1393.78,0.48437,0.26889,0.82904,0.99383,0.9227,0.95099,0.83959,0.58357,0.28544,0.84218,0.00081596,0.00081596,0.00081596
301,1398.07,0.49991,0.27661,0.83054,0.99455,0.92184,0.94902,0.83282,0.59221,0.28973,0.84237,0.000812,0.000812,0.000812
302,1402.52,0.47025,0.26689,0.82849,0.9947,0.92261,0.94739,0.83484,0.58152,0.28753,0.84171,0.00080804,0.00080804,0.00080804
303,1407.34,0.47689,0.26786,0.8335,0.99457,0.92251,0.94448,0.83284,0.58083,0.28866,0.84242,0.00080408,0.00080408,0.00080408
304,1411.94,0.46822,0.2629,0.82895,0.99426,0.92228,0.94852,0.83831,0.5764,0.28821,0.84174,0.00080012,0.00080012,0.00080012
305,1416.52,0.46715,0.2625,0.82817,0.99368,0.92258,0.95213,0.84261,0.58059,0.28791,0.8421,0.00079616,0.00079616,0.00079616
306,1421.25,0.48414,0.26869,0.82869,0.99446,0.92265,0.95425,0.84713,0.57955,0.28636,0.84258,0.0007922,0.0007922,0.0007922
307,1425.55,0.5044,0.27847,0.82979,0.99335,0.92374,0.95452,0.84576,0.5876,0.28877,0.84358,0.00078824,0.00078824,0.00078824
308,1430.75,0.48109,0.27187,0.82642,0.99319,0.92292,0.95336,0.84413,0.5814,0.28877,0.84276,0.00078428,0.00078428,0.00078428
309,1434.95,0.45479,0.26223,0.82733,0.99339,0.92236,0.95264,0.84134,0.58682,0.2904,0.84382,0.00078032,0.00078032,0.00078032
310,1439.3,0.47873,0.26721,0.83024,0.9912,0.92251,0.95443,0.84585,0.58306,0.2886,0.84269,0.00077636,0.00077636,0.00077636
311,1444.51,0.474,0.26626,0.83179,0.99179,0.92307,0.95527,0.84375,0.58764,0.28733,0.84391,0.0007724,0.0007724,0.0007724
312,1448.91,0.48003,0.26718,0.82752,0.99348,0.92374,0.95452,0.83928,0.59713,0.29081,0.84427,0.00076844,0.00076844,0.00076844
313,1453.27,0.46016,0.26099,0.82419,0.99311,0.92375,0.95286,0.8406,0.58894,0.28747,0.84286,0.00076448,0.00076448,0.00076448
314,1458.76,0.45234,0.25396,0.82669,0.99251,0.92253,0.951,0.83697,0.59294,0.28733,0.84353,0.00076052,0.00076052,0.00076052
315,1463.14,0.47459,0.26263,0.82758,0.99222,0.92196,0.9531,0.84202,0.59013,0.28553,0.84362,0.00075656,0.00075656,0.00075656
316,1467.51,0.48342,0.26674,0.82453,0.98947,0.92325,0.95565,0.8453,0.58952,0.28773,0.84398,0.0007526,0.0007526,0.0007526
317,1472.79,0.4785,0.26349,0.8282,0.99021,0.92278,0.95604,0.84598,0.59106,0.28589,0.84383,0.00074864,0.00074864,0.00074864
318,1477,0.48428,0.26998,0.82381,0.99222,0.92192,0.95392,0.84402,0.58695,0.28903,0.84333,0.00074468,0.00074468,0.00074468
319,1481.52,0.47431,0.26799,0.82415,0.99295,0.92216,0.95279,0.84119,0.59142,0.28915,0.84344,0.00074072,0.00074072,0.00074072
320,1486.51,0.46909,0.26137,0.82297,0.99233,0.92265,0.9543,0.8458,0.58593,0.28382,0.84271,0.00073676,0.00073676,0.00073676
321,1490.79,0.48319,0.26453,0.8263,0.99283,0.92306,0.95569,0.84817,0.58553,0.28244,0.84231,0.0007328,0.0007328,0.0007328
322,1495.54,0.47618,0.26486,0.82577,0.99368,0.92186,0.95672,0.85087,0.57731,0.28272,0.84116,0.00072884,0.00072884,0.00072884
323,1500.38,0.45971,0.2616,0.83151,0.99208,0.92262,0.95352,0.84204,0.58856,0.28467,0.84363,0.00072488,0.00072488,0.00072488
324,1504.61,0.45674,0.26079,0.82528,0.99197,0.92169,0.949,0.83567,0.58978,0.28516,0.84347,0.00072092,0.00072092,0.00072092
325,1509.38,0.462,0.25995,0.82734,0.9934,0.9206,0.95011,0.83641,0.59462,0.28581,0.84463,0.00071696,0.00071696,0.00071696
326,1514.1,0.47396,0.26435,0.8231,0.99397,0.92161,0.95037,0.83894,0.5849,0.28258,0.84298,0.000713,0.000713,0.000713
327,1518.33,0.46198,0.26017,0.83135,0.99282,0.92374,0.95066,0.83917,0.58912,0.28437,0.84331,0.00070904,0.00070904,0.00070904
328,1523.31,0.46791,0.26193,0.82783,0.99342,0.92319,0.95034,0.83919,0.58544,0.28507,0.84205,0.00070508,0.00070508,0.00070508
329,1527.87,0.47902,0.2656,0.82705,0.99413,0.92371,0.95193,0.84219,0.5855,0.28351,0.84213,0.00070112,0.00070112,0.00070112
330,1532.2,0.49025,0.27143,0.82824,0.99529,0.92243,0.95463,0.84739,0.58336,0.28415,0.84214,0.00069716,0.00069716,0.00069716
331,1537.49,0.48524,0.26701,0.82998,0.99565,0.92183,0.95413,0.84632,0.58203,0.28088,0.84189,0.0006932,0.0006932,0.0006932
332,1541.74,0.47643,0.26464,0.82697,0.99487,0.92142,0.95229,0.83912,0.59802,0.28581,0.84641,0.00068924,0.00068924,0.00068924
333,1546.01,0.46195,0.25802,0.82355,0.99567,0.92142,0.95073,0.83942,0.58837,0.28351,0.84341,0.00068528,0.00068528,0.00068528
334,1551.3,0.46694,0.26138,0.82501,0.99357,0.92333,0.95215,0.84145,0.58738,0.28242,0.84274,0.00068132,0.00068132,0.00068132
335,1555.68,0.46518,0.25735,0.82592,0.99441,0.9228,0.95457,0.84619,0.58378,0.28415,0.84184,0.00067736,0.00067736,0.00067736
336,1559.91,0.4721,0.26188,0.82656,0.99413,0.92319,0.95578,0.846,0.58882,0.28543,0.84226,0.0006734,0.0006734,0.0006734
337,1565.25,0.4855,0.2632,0.82734,0.99288,0.92265,0.95604,0.84773,0.5863,0.28249,0.84247,0.00066944,0.00066944,0.00066944
338,1569.72,0.48073,0.26303,0.83107,0.99343,0.92196,0.95392,0.84638,0.58436,0.28165,0.84194,0.00066548,0.00066548,0.00066548
339,1574.09,0.47684,0.26133,0.82623,0.99338,0.92265,0.95118,0.84276,0.57973,0.28217,0.8414,0.00066152,0.00066152,0.00066152
340,1579.35,0.47907,0.26127,0.82877,0.99442,0.92334,0.9495,0.84017,0.57513,0.28135,0.84088,0.00065756,0.00065756,0.00065756
341,1583.61,0.45936,0.25633,0.82118,0.99526,0.9236,0.94852,0.83942,0.57479,0.27992,0.84099,0.0006536,0.0006536,0.0006536
342,1587.96,0.45791,0.2516,0.82491,0.9944,0.9236,0.95051,0.84131,0.574,0.27817,0.84121,0.00064964,0.00064964,0.00064964
343,1592.97,0.45788,0.25463,0.82301,0.99442,0.92345,0.954,0.84687,0.57723,0.27804,0.84092,0.00064568,0.00064568,0.00064568
344,1597.33,0.48053,0.26025,0.82929,0.99375,0.92319,0.95465,0.84837,0.57762,0.2783,0.84155,0.00064172,0.00064172,0.00064172
345,1601.95,0.48561,0.26778,0.8271,0.99442,0.92306,0.95469,0.84742,0.58106,0.28076,0.84221,0.00063776,0.00063776,0.00063776
346,1606.79,0.47261,0.26132,0.82333,0.99321,0.92333,0.95473,0.84704,0.58227,0.28064,0.8419,0.0006338,0.0006338,0.0006338
347,1611.28,0.46843,0.25894,0.82362,0.99332,0.92278,0.95578,0.84797,0.58479,0.27971,0.84153,0.00062984,0.00062984,0.00062984
348,1616.24,0.46356,0.25771,0.82351,0.99445,0.92237,0.95718,0.85108,0.57792,0.2778,0.84094,0.00062588,0.00062588,0.00062588
349,1620.75,0.46947,0.25667,0.82478,0.99424,0.92278,0.95697,0.85076,0.57986,0.27834,0.84122,0.00062192,0.00062192,0.00062192
350,1625.09,0.48284,0.26241,0.8311,0.99275,0.92306,0.95284,0.84392,0.58338,0.2811,0.84292,0.00061796,0.00061796,0.00061796
351,1630.09,0.45741,0.25442,0.82355,0.99243,0.92306,0.95163,0.84169,0.58126,0.28095,0.84258,0.000614,0.000614,0.000614
352,1634.34,0.46055,0.25699,0.82408,0.99206,0.92278,0.95167,0.84137,0.58275,0.28204,0.8432,0.00061004,0.00061004,0.00061004
353,1638.57,0.45826,0.25599,0.82599,0.99258,0.92292,0.95228,0.84261,0.58163,0.27805,0.84299,0.00060608,0.00060608,0.00060608
354,1643.73,0.45508,0.25611,0.82538,0.99295,0.92288,0.95387,0.84706,0.57909,0.28167,0.84287,0.00060212,0.00060212,0.00060212
355,1648.31,0.46956,0.25849,0.82139,0.99251,0.92333,0.9542,0.84611,0.58063,0.28153,0.84303,0.00059816,0.00059816,0.00059816
356,1652.65,0.45994,0.25769,0.82677,0.99353,0.92306,0.95274,0.84518,0.58048,0.27961,0.84271,0.0005942,0.0005942,0.0005942
357,1657.95,0.48095,0.26378,0.82961,0.99316,0.92306,0.95273,0.84424,0.57968,0.2809,0.84242,0.00059024,0.00059024,0.00059024
358,1662.35,0.46319,0.25755,0.82644,0.99425,0.92347,0.9518,0.84355,0.57951,0.27992,0.84238,0.00058628,0.00058628,0.00058628
359,1666.62,0.46302,0.25719,0.82638,0.99373,0.92456,0.95278,0.84264,0.57852,0.27889,0.84234,0.00058232,0.00058232,0.00058232
360,1671.94,0.47143,0.26024,0.82611,0.99471,0.92362,0.95355,0.8442,0.58134,0.27895,0.84183,0.00057836,0.00057836,0.00057836
361,1676.25,0.46112,0.25572,0.82343,0.9944,0.92347,0.95212,0.84155,0.58338,0.27921,0.84269,0.0005744,0.0005744,0.0005744
362,1680.79,0.46759,0.25752,0.82469,0.99411,0.9236,0.95021,0.83955,0.5822,0.28022,0.84258,0.00057044,0.00057044,0.00057044
363,1685.82,0.47008,0.25769,0.82464,0.99306,0.92415,0.95068,0.83906,0.58206,0.27844,0.84268,0.00056648,0.00056648,0.00056648
364,1690.09,0.4706,0.25947,0.82447,0.99209,0.92416,0.95302,0.8417,0.58703,0.27931,0.84223,0.00056252,0.00056252,0.00056252
365,1694.77,0.45946,0.25482,0.82375,0.99209,0.92434,0.95361,0.84388,0.58425,0.27939,0.84139,0.00055856,0.00055856,0.00055856
366,1699.43,0.45448,0.25345,0.82258,0.9924,0.92347,0.95421,0.84484,0.58295,0.27967,0.84183,0.0005546,0.0005546,0.0005546
